x,y,t
0,1,0
1,1,0
1,0,0
0,0,0
0.05,0,0
0.1,0,0
0.15,0,0
0.2,0,0
0.25,0,0
0.3,0,0
0.35,0,0
0.4,0,0
0.45,0,0
0.5,0,0
0.55,0,0
0.6,0,0
0.65,0,0
0.7,0,0
0.75,0,0
0.8,0,0
0.85,0,0
0.9,0,0
0.95,0,0
0,0.95,0
0,0.9,0
0,0.85,0
0,0.8,0
0,0.75,0
0,0.7,0
0,0.65,0
0,0.6,0
0,0.55,0
0,0.5,0
0,0.45,0
0,0.4,0
0,0.35,0
0,0.3,0
0,0.25,0
0,0.2,0
0,0.15,0
0,0.1,0
0,0.05,0
0.95,1,0
0.9,1,0
0.85,1,0
0.8,1,0
0.75,1,0
0.7,1,0
0.65,1,0
0.6,1,0
0.55,1,0
0.5,1,0
0.45,1,0
0.4,1,0
0.35,1,0
0.3,1,0
0.25,1,0
0.2,1,0
0.15,1,0
0.1,1,0
0.05,1,0
1,0.05,0
1,0.1,0
1,0.15,0
1,0.2,0
1,0.25,0
1,0.3,0
1,0.35,0
1,0.4,0
1,0.45,0
1,0.5,0
1,0.55,0
1,0.6,0
1,0.65,0
1,0.7,0
1,0.75,0
1,0.8,0
1,0.85,0
1,0.9,0
1,0.95,0
0.0742405709994848,0.0400691120025269,0
0.12080290322965,0.044946960980621,0
0.173565387906761,0.0435576223043226,0
0.225,0.0433012701892219,0
0.275,0.043301270189222,0
0.325,0.043301270189222,0
0.375,0.043301270189222,0
0.425,0.0433012701892219,0
0.475,0.0433012701892219,0
0.525,0.0433012701892219,0
0.575,0.0433012701892218,0
0.625,0.0433012701892219,0
0.675,0.0433012701892219,0
0.725,0.0433012701892218,0
0.775,0.0433012701892219,0
0.826477624006976,0.043662514341595,0
0.879635792079054,0.0456255202728791,0
0.924170144306977,0.0392401696820914,0
0.959887705981926,0.0747277750582963,0
0.954156844845378,0.12147462649625,0
0.955393719014031,0.17403989464284,0.521648408972353
0.956698729810778,0.225,0.521648408972353
0.956698729810778,0.275,0.521648408972353
0.956698729810778,0.325,0.521648408972353
0.956698729810778,0.375,0.521648408972353
0.956698729810778,0.425,0.521648408972353
0.956698729810778,0.475,0.521648408972353
0.956698729810778,0.525,0.521648408972353
0.956698729810778,0.575,0.521648408972353
0.956698729810778,0.625,0.521648408972353
0.956698729810778,0.675,0.521648408972353
0.956698729810778,0.725,0.521648408972353
0.956698729810778,0.775,0.521648408972353
0.955905199958649,0.828404289633401,0.521648408972353
0.953981161602507,0.880662359681061,0.521648408972353
0.959930887997473,0.925759429000515,0.521648408972353
0.924170144306977,0.960759830317909,0.521648408972353
0.8771447623775,0.955063551454819,0.521648408972353
0.825703605292,0.955303565695228,0.521648408972353
0.775494445325818,0.955245689742383,0.521648408972353
0.725,0.956698729810778,0.521648408972353
0.675,0.956698729810778,0.521648408972353
0.625,0.956698729810778,0.521648408972353
0.575,0.956698729810778,0.521648408972353
0.525,0.956698729810778,0.521648408972353
0.475,0.956698729810778,0.521648408972353
0.425,0.956698729810778,0.521648408972353
0.375,0.956698729810778,0.521648408972353
0.325,0.956698729810778,0.521648408972353
0.275,0.956698729810778,0.521648408972353
0.225,0.956698729810778,0.521648408972353
0.171595710366599,0.955905199958649,0.521648408972353
0.119337640318939,0.953981161602506,0.521648408972353
0.0742405709994849,0.959930887997473,0.521648408972353
0.0392401696820914,0.924170144306977,0.521648408972353
0.0449364485451814,0.8771447623775,0.521648408972353
0.0446964343047719,0.825703605292,0.521648408972353
0.0447543102576164,0.775494445325817,0.521648408972353
0.043301270189222,0.725,0.521648408972353
0.043301270189222,0.675,0.521648408972353
0.0433012701892218,0.625,0.521648408972353
0.0433012701892218,0.575,0.521648408972353
0.043301270189222,0.525,0.521648408972353
0.0433012701892219,0.475,0.521648408972353
0.043301270189222,0.425,0.521648408972353
0.043301270189222,0.375,0.521648408972353
0.043301270189222,0.325,0.521648408972353
0.0433012701892218,0.275,0.521648408972353
0.045285110525742,0.224402811493005,0.521648408972353
0.0449821335720054,0.174035019859816,0.521648408972353
0.0457143363364261,0.122512552736974,0.521648408972353
0.0392401696820913,0.0758298556930227,0.521648408972353
0.965849364905389,0.034150635094611,0.521648408972353
0.032787790583702,0.0331560671530488,0.521648408972353
0.966843932846951,0.967212209416298,0.521648408972353
0.032787790583702,0.966843932846951,0.521648408972353
0.146153402185239,0.0862106172672057,0.521648408972353
0.198542153458877,0.0867276017374513,0.521648408972353
0.25,0.0866025403784439,0.521648408972353
0.3,0.0866025403784439,0.521648408972353
0.35,0.0866025403784439,0.521648408972353
0.4,0.0866025403784438,0.521648408972353
0.45,0.0866025403784438,0.521648408972353
0.5,0.0866025403784439,0.521648408972353
0.55,0.0866025403784438,0.521648408972353
0.6,0.0866025403784437,0.521648408972353
0.65,0.0866025403784438,0.521648408972353
0.7,0.0866025403784437,0.521648408972353
0.75,0.0866025403784437,0.521648408972353
0.801513562826021,0.0867401358816366,0.521648408972353
0.853388137155022,0.0864733622981811,0.521648408972353
0.911888751668636,0.148622262570219,0.521648408972353
0.90964528135917,0.199260108501772,0.521648408972353
0.912775181913459,0.250369186289853,0.521648408972353
0.913397459621556,0.3,0.521648408972353
0.913397459621556,0.35,0.521648408972353
0.913397459621556,0.4,0.521648408972353
0.913397459621556,0.45,0.521648408972353
0.913397459621556,0.5,0.521648408972353
0.913397459621556,0.55,0.521648408972353
0.913397459621556,0.6,0.521648408972353
0.913397459621556,0.65,0.521648408972353
0.913397459621556,0.7,0.521648408972353
0.913397459621556,0.75,0.521648408972353
0.913253031781959,0.801752858114554,0.521648408972353
0.913526637701819,0.853388137155022,0.521648408972353
0.851163946548783,0.911672868664133,0.521648408972353
0.80049795383822,0.909731205953602,0.521648408972353
0.749593877998137,0.912543849678122,0.521648408972353
0.7,0.913397459621556,0.521648408972353
0.65,0.913397459621556,0.521648408972353
0.6,0.913397459621556,0.521648408972353
0.55,0.913397459621556,0.521648408972353
0.5,0.913397459621556,0.521648408972353
0.45,0.913397459621556,0.521648408972353
0.4,0.913397459621556,0.521648408972353
0.35,0.913397459621556,0.521648408972353
0.3,0.913397459621556,0.521648408972353
0.25,0.913397459621556,0.521648408972353
0.19825063911508,0.913247901479362,0.521648408972353
0.146611862844978,0.913526637701819,1.04329681794471
0.0883271313358668,0.851163946548783,1.04329681794471
0.0902687940463976,0.800497953838219,1.04329681794471
0.0874688151473706,0.749580815357916,1.04329681794471
0.0866025403784439,0.7,1.04329681794471
0.0866025403784439,0.65,1.04329681794471
0.0866025403784436,0.6,1.04329681794471
0.0866025403784438,0.55,1.04329681794471
0.0866025403784439,0.5,1.04329681794471
0.0866025403784438,0.45,1.04329681794471
0.086602540378444,0.4,1.04329681794471
0.086602540378444,0.35,1.04329681794471
0.0866025403784438,0.3,1.04329681794471
0.0875919996635452,0.249968454688647,1.04329681794471
0.0905458728826177,0.198858413366083,1.04329681794471
0.0888328548265496,0.148350331995679,1.04329681794471
0.907273404972294,0.909423015701544,1.04329681794471
0.0904651271559415,0.0919750508910134,1.04329681794471
0.0905769842984556,0.907273404972294,1.04329681794471
0.908976868285625,0.0922282415127961,1.04329681794471
0.173210042869045,0.130946713187751,1.04329681794471
0.223932555723938,0.129594344963161,1.04329681794471
0.27430764782472,0.129644475808812,1.04329681794471
0.325,0.129903810567666,1.04329681794471
0.375,0.129903810567666,1.04329681794471
0.425,0.129903810567666,1.04329681794471
0.475,0.129903810567666,1.04329681794471
0.525,0.129903810567666,1.04329681794471
0.575,0.129903810567665,1.04329681794471
0.625,0.129903810567666,1.04329681794471
0.675,0.129903810567666,1.04329681794471
0.725,0.129903810567666,1.04329681794471
0.776535748990173,0.129571292931964,1.04329681794471
0.827462013803517,0.130762215976848,1.04329681794471
0.862496366470798,0.173805288794484,1.04329681794471
0.869597298187652,0.227745398765506,1.04329681794471
0.869217031169496,0.275924040766387,1.04329681794471
0.870096189432334,0.325,1.04329681794471
0.870096189432334,0.375,1.04329681794471
0.870096189432334,0.425,1.04329681794471
0.870096189432334,0.475,1.04329681794471
0.870096189432334,0.525,1.04329681794471
0.870096189432334,0.575,1.04329681794471
0.870096189432334,0.625,1.04329681794471
0.870096189432334,0.675,1.04329681794471
0.870096189432335,0.725,1.04329681794471
0.870428707068036,0.776535748990173,1.04329681794471
0.869237784023152,0.827462013803517,1.04329681794471
0.826194711205516,0.862496366470798,1.04329681794471
0.772254601234495,0.869597298187652,1.04329681794471
0.724075959233613,0.869217031169496,1.04329681794471
0.675,0.870096189432334,1.04329681794471
0.625,0.870096189432334,1.04329681794471
0.575,0.870096189432334,1.04329681794471
0.525,0.870096189432334,1.04329681794471
0.475,0.870096189432334,1.04329681794471
0.425,0.870096189432334,1.04329681794471
0.375,0.870096189432334,1.04329681794471
0.325,0.870096189432334,1.04329681794471
0.275,0.870096189432334,1.04329681794471
0.223481691300061,0.870404236459858,1.04329681794471
0.172537986196483,0.869237784023152,1.04329681794471
0.137503633529201,0.826194711205515,1.04329681794471
0.130402701812348,0.772254601234492,1.04329681794471
0.130836576077836,0.724000980640507,1.04329681794471
0.129903810567666,0.675,1.04329681794471
0.129903810567666,0.625,1.04329681794471
0.129903810567666,0.575,1.04329681794471
0.129903810567666,0.525,1.04329681794471
0.129903810567666,0.475,1.04329681794471
0.129903810567666,0.425,1.04329681794471
0.129903810567666,0.375,1.04329681794471
0.129903810567666,0.325,1.04329681794471
0.130775074091689,0.275663605756464,1.04329681794471
0.130497677727343,0.2268788705705,1.04329681794471
0.138046770884644,0.173148629975833,1.04329681794471
0.127692834607053,0.12667402575112,1.04329681794471
0.872756967238903,0.127243032761097,1.04329681794471
0.127243032761097,0.872756967238903,1.04329681794471
0.872756967238903,0.872756967238903,1.04329681794471
0.247708303073828,0.172844684376716,1.04329681794471
0.299222579913999,0.172062649505456,1.04329681794471
0.35,0.173205080756888,1.04329681794471
0.4,0.173205080756888,1.04329681794471
0.45,0.173205080756888,1.04329681794471
0.5,0.173205080756888,1.04329681794471
0.55,0.173205080756888,1.04329681794471
0.600941148126247,0.17475410165392,1.04329681794471
0.650624256382267,0.17426478193862,1.04329681794471
0.700964780577937,0.173510683116665,1.04329681794471
0.753133678587106,0.173177699899609,1.04329681794471
0.823303864813304,0.252641478650664,1.04329681794471
0.825416950638266,0.300392162956066,1.04329681794471
0.825765768170252,0.349600943806555,1.04329681794471
0.824909645816194,0.398693100051032,1.04329681794471
0.826794919243112,0.45,1.04329681794471
0.826794919243112,0.5,1.04329681794471
0.826794919243112,0.550000000000001,1.04329681794471
0.82524589834608,0.600941148126248,1.04329681794471
0.82573521806138,0.650624256382267,1.04329681794471
0.826489316883335,0.700964780577937,1.56494522691706
0.826822300100391,0.753133678587106,1.56494522691706
0.747358521349336,0.823303864813304,1.56494522691706
0.699607837043935,0.825416950638266,1.56494522691706
0.650399056193446,0.825765768170252,1.56494522691706
0.601306899948969,0.824909645816194,1.56494522691706
0.55,0.826794919243112,1.56494522691706
0.5,0.826794919243112,1.56494522691706
0.45,0.826794919243112,1.56494522691706
0.399059438012552,0.825225346924785,1.56494522691706
0.349346603840238,0.825757415688028,1.56494522691706
0.299054590561051,0.826410742881627,1.56494522691706
0.246933564477986,0.826658613536279,1.56494522691706
0.176696135186696,0.747358521349336,1.56494522691706
0.174805648221504,0.699145242033318,1.56494522691706
0.174279845192153,0.650279582378078,1.56494522691706
0.174929781281714,0.601077987431706,1.56494522691706
0.173205080756888,0.550000000000001,1.56494522691706
0.173205080756888,0.5,1.56494522691706
0.173205080756888,0.45,1.56494522691706
0.174808208233513,0.399007178723047,1.56494522691706
0.174334193836016,0.34935337288354,1.56494522691706
0.173806866830677,0.30026857263045,1.56494522691706
0.176251385799408,0.252131526526411,1.56494522691706
0.194298574572567,0.169838687638539,1.56494522691706
0.193964412582462,0.830375864788631,1.56494522691706
0.806035587417538,0.169624135211368,1.56494522691706
0.830375864788631,0.806035587417538,1.56494522691706
0.220518528431788,0.219969075422884,1.56494522691706
0.275089977853432,0.212659393040007,1.56494522691706
0.32413926758016,0.217917059734527,1.56494522691706
0.372923249407551,0.21984031049118,1.56494522691706
0.425,0.21650635094611,1.56494522691706
0.475,0.21650635094611,1.56494522691706
0.525000000000001,0.21650635094611,1.56494522691706
0.575777935719012,0.217370524416906,1.56494522691706
0.626907745454391,0.219397462120566,1.56494522691706
0.676449622820996,0.218343452742274,1.56494522691706
0.725482100091676,0.215940447583745,1.56494522691706
0.78013370692125,0.220120027421961,1.56494522691706
0.784022139646209,0.273629642127711,1.56494522691706
0.781949357085914,0.323990406345793,1.56494522691706
0.779927508279922,0.372058462464104,1.56494522691706
0.782398992640981,0.423976743029257,1.56494522691706
0.78349364905389,0.475,1.56494522691706
0.78349364905389,0.525000000000001,1.56494522691706
0.782629475583094,0.575777935719012,1.56494522691706
0.780602537879435,0.626907745454391,1.56494522691706
0.781656547257726,0.676449622820996,1.56494522691706
0.784059552416255,0.725482100091676,1.56494522691706
0.779879972578041,0.78013370692125,1.56494522691706
0.726370357872293,0.784022139646209,1.56494522691706
0.676009593654208,0.781949357085914,1.56494522691706
0.627941537535897,0.779927508279921,1.56494522691706
0.576023256970743,0.782398992640981,1.56494522691706
0.525,0.78349364905389,1.56494522691706
0.475,0.78349364905389,1.56494522691706
0.424220666000311,0.782545292801385,1.56494522691706
0.373051076124321,0.780639699309404,1.56494522691706
0.323349392102341,0.781781953789364,1.56494522691706
0.275,0.783493649053891,1.56494522691706
0.219866293078749,0.779879972578034,1.56494522691706
0.215977860353788,0.726370357872279,1.56494522691706
0.218194122146616,0.676291842549549,1.56494522691706
0.219761492758931,0.627394808419007,1.56494522691706
0.217557837519193,0.575840100318362,1.56494522691706
0.21650635094611,0.525,1.56494522691706
0.21650635094611,0.475,1.56494522691706
0.217408794671746,0.424226559336395,1.56494522691706
0.219452686963644,0.372900378369095,1.56494522691706
0.218229848378723,0.323148835911486,1.56494522691706
0.216506350946109,0.275,1.56494522691706
0.171864517897898,0.209001547779326,1.56494522691706
0.171485625649599,0.79090386584642,1.56494522691706
0.8285143743504,0.209096134153579,1.56494522691706
0.790903865846422,0.8285143743504,1.56494522691706
0.345991728246271,0.265216114872639,1.56494522691706
0.398976500632898,0.261605583825601,1.56494522691706
0.45,0.259807621135331,1.56494522691706
0.499974315491875,0.260707026036875,1.56494522691706
0.550262471023956,0.260622135413536,1.56494522691706
0.60195368742253,0.262105362353799,1.56494522691706
0.654811028030498,0.26602093434328,1.56494522691706
0.739548320247887,0.298268397835978,1.56494522691706
0.734416430365473,0.34527509682673,1.56494522691706
0.737530203293649,0.397837223059499,1.56494522691706
0.740192378864669,0.45,1.56494522691706
0.740192378864668,0.5,1.56494522691706
0.740192378864669,0.550000000000002,1.56494522691706
0.737894637646202,0.60195368742253,1.56494522691706
0.733979065656721,0.654811028030497,1.56494522691706
0.701731602164022,0.739548320247887,1.56494522691706
0.654724903173271,0.734416430365472,1.56494522691706
0.602162776940501,0.737530203293649,1.56494522691706
0.55,0.740192378864668,1.56494522691706
0.5,0.740192378864668,1.56494522691706
0.449651835337838,0.73910766086138,1.56494522691706
0.398284325740421,0.737377146571381,1.56494522691706
0.344959062887283,0.734139954135637,1.56494522691706
0.260451679752113,0.701731602164021,1.56494522691706
0.265154697026979,0.65476982281171,2.08659363588941
0.26269326528745,0.601394051897184,2.08659363588941
0.259807621135332,0.550000000000002,2.08659363588941
0.259807621135332,0.5,2.08659363588941
0.261413874750415,0.449693060807037,2.08659363588941
0.262377029837085,0.398451469151968,2.08659363588941
0.265931688764851,0.344400241955282,2.08659363588941
0.263033664997071,0.295896859588187,2.08659363588941
0.737986259014013,0.702864170629023,2.08659363588941
0.702864170629023,0.262013740985987,2.08659363588941
0.3,0.259807621135332,2.08659363588941
0.296861498265585,0.737474102393526,2.08659363588941
0.745312266989329,0.745093071030917,2.08659363588941
0.745093071030917,0.254687733010671,2.08659363588941
0.255202764729233,0.252588632482005,2.08659363588941
0.254906928969082,0.745312266989329,2.08659363588941
0.373785224278854,0.307615986029472,2.08659363588941
0.427005897906046,0.305974916177959,2.08659363588941
0.47562393104757,0.305636940213619,2.08659363588941
0.523930776973281,0.30519000438506,2.08659363588941
0.575000000000001,0.303108891324552,2.08659363588941
0.629096647823069,0.308199999085608,2.08659363588941
0.692086325817429,0.371908554265327,2.08659363588941
0.696047991157053,0.4243895243675,2.08659363588941
0.695948817781848,0.474373671567675,2.08659363588941
0.695635236092739,0.523770274231261,2.08659363588941
0.696891108675448,0.575000000000001,2.08659363588941
0.691800000914393,0.629096647823069,2.08659363588941
0.628091445734673,0.692086325817429,2.08659363588941
0.575610475632499,0.696047991157053,2.08659363588941
0.525,0.696891108675447,2.08659363588941
0.475276699823631,0.695792166976904,2.08659363588941
0.425687238352266,0.694679375932888,2.08659363588941
0.371664387039665,0.690907058342855,2.08659363588941
0.307624169822291,0.626444917966344,2.08659363588941
0.305755775505446,0.572967969026001,2.08659363588941
0.305233819202483,0.524030963548708,2.08659363588941
0.305668322420489,0.475173044896855,2.08659363588941
0.306941358761794,0.425870001071237,2.08659363588941
0.308104540712778,0.373491451809964,2.08659363588941
0.316609240536193,0.314608341481928,2.08659363588941
0.68509480013656,0.68574854769679,2.08659363588941
0.685748547696791,0.314905199863441,2.08659363588941
0.315112053961263,0.684615324144313,2.08659363588941
0.40509007485627,0.346924417617538,2.08659363588941
0.452079491432718,0.351023267511283,2.08659363588941
0.500552056904336,0.35229352912703,2.08659363588941
0.547521610516148,0.347771893024254,2.08659363588941
0.596227244783008,0.346065237380925,2.08659363588941
0.653289674894287,0.402213337294015,2.08659363588941
0.652106997961247,0.449822597970398,2.08659363588941
0.651004206200852,0.498150328453497,2.08659363588941
0.652593469065022,0.547703304921841,2.08659363588941
0.653934762619074,0.596227244783008,2.08659363588941
0.597786662705985,0.653289674894287,2.08659363588941
0.54975847854523,0.652047586775095,2.08659363588941
0.500227135012745,0.651037694478397,2.08659363588941
0.450482928321202,0.651624888287027,2.08659363588941
0.403865063150162,0.650087252094562,2.08659363588941
0.346924417617538,0.594909925143731,2.08659363588941
0.351065617456028,0.546878272204518,2.08659363588941
0.351749526999597,0.499513002199497,2.08659363588941
0.351684382924656,0.451811823330326,2.08659363588941
0.35252031864564,0.406597637909527,2.08659363588941
0.353467965187239,0.644308982187419,2.08659363588941
0.646309300595121,0.352367066134674,2.08659363588941
0.647632933865326,0.646309300595121,2.08659363588941
0.355625891656348,0.355427023444131,2.08659363588941
0.474962305844021,0.400863970051876,2.08659363588941
0.525988724168984,0.395796319551623,2.08659363588941
0.604961181388947,0.471355202016458,2.08659363588941
0.606744069869784,0.523627668424062,2.08659363588941
0.527267506945153,0.604962687416309,2.08659363588941
0.473899811311782,0.603863809258579,2.08659363588941
0.40057530119863,0.524444463081204,2.08659363588941
0.399541634185255,0.474801756903727,2.08659363588941
0.60924481813619,0.424911242762242,2.08659363588941
0.575171483450096,0.609323494743009,2.08659363588941
0.426704099346729,0.604806298995863,2.08659363588941
0.399854566045406,0.427190763883026,2.08659363588941
0.38553834935256,0.611536336219191,2.08659363588941
0.616792471739015,0.615751065958442,2.08659363588941
0.615751065958442,0.383207528260984,2.08659363588941
0.388472214664777,0.385524784789568,2.08659363588941
0.501021834946902,0.438860799688208,2.08659363588941
0.566987298107774,0.5,2.08659363588941
0.5,0.566987298107781,2.08659363588941
0.437580186207446,0.501464190027148,2.08659363588941
0.55771369066594,0.442319682349625,2.08659363588941
0.557920614365775,0.553771823988419,2.08659363588941
0.445282372558266,0.445411040081838,2.08659363588941
0.444060614261629,0.556390733329615,2.08659363588941
0.526266879440083,0.476697785458966,2.08659363588941
0.519814516134671,0.519412868073866,2.08659363588941
0.476756340626362,0.525947040645958,2.08659363588941
0.481705484640084,0.481742683794214,2.08659363588941
0.391728375759267,0.568307337519753,2.08659363588941
0.431619120322883,0.391752652138509,2.08659363588941
0.57041450178069,0.389973599702314,2.08659363588941
0.610026400297685,0.570414501780691,2.08659363588941
0.978349364905389,0.2125,2.60824204486176
0.956046224412404,0.19951994732142,2.60824204486176
0.977696859507015,0.18701994732142,2.60824204486176
0.3375,0.064951905283833,2.60824204486176
0.325,0.0866025403784439,2.60824204486176
0.3125,0.064951905283833,2.60824204486176
0,0.375,2.60824204486176
0.021650635094611,0.3625,2.60824204486176
0.021650635094611,0.3875,2.60824204486176
1,0.425,2.60824204486176
0.978349364905389,0.4375,2.60824204486176
0.978349364905389,0.4125,2.60824204486176
0.375,1,2.60824204486176
0.3625,0.978349364905389,2.60824204486176
0.3875,0.978349364905389,2.60824204486176
0,0.475,2.60824204486176
0.021650635094611,0.4625,2.60824204486176
0.021650635094611,0.4875,2.60824204486176
0.425,0,2.60824204486176
0.4375,0.0216506350946109,2.60824204486176
0.4125,0.0216506350946109,2.60824204486176
0.956698729810778,0.6,2.60824204486176
0.935048094716167,0.6125,2.60824204486176
0.935048094716167,0.5875,2.60824204486176
1,0.825,2.60824204486176
0.977952599979325,0.8392021448167,2.60824204486176
0.977952599979325,0.8142021448167,2.60824204486176
0.0228571681682131,0.111256276368487,2.60824204486176
0.0196200848410457,0.0879149278465114,2.60824204486176
0.0424772530092587,0.0991712042149981,2.60824204486176
0,0.125,2.60824204486176
0.0228571681682131,0.136256276368487,2.60824204486176
0.525,0,2.60824204486176
